University of Cambridge,Computer Science,Computer Science,100,null,1,FALSE,FALSE
University of Oxford,Computer Science,Computer Science,100,null,2,FALSE,FALSE
University of St Andrews,Computer Science,Computer Science,100,null,3,FALSE,FALSE
Imperial College London,Computer Science,Computer Science,100,null,4,FALSE,FALSE
Loughborough University,Computer Science,Computer Science,100,null,5,FALSE,FALSE
Lancaster University,Computer Science,Computer Science,100,null,6,FALSE,FALSE
